Date, Quantity (000's), Total Value (Lacs)
2016-05-19, 17539, 521676.44
2016-05-20, 14110, 420209.45
2016-05-23, 11785, 349676.27
2016-05-24, 20134, 594270.67
2016-05-25, 18837, 546887.42
2016-05-26, 19611, 568180.56
2016-05-27, 16895, 485197.33
2016-05-30, 16215, 463636.98
2016-05-31, 17870, 514441.89
2016-06-01, 15584, 451784.48
2016-06-02, 12624, 365218.55
2016-06-03, 19094, 557629.74
2016-06-06, 12712, 374157.6
2016-06-07, 14127, 414178.7
2016-06-08, 16383, 484446.98
2016-06-09, 17668, 526039.31
2016-06-10, 17738, 531527.85
2016-06-13, 17789, 540191.3
2016-06-14, 20064, 610808.02
2016-06-15, 16151, 491365.44
2016-06-16, 31457, 974355.93
2016-06-17, 20394, 621451.05
2016-06-20, 19286, 588779.54
2016-06-21, 21519, 654480.27
2016-06-22, 17193, 518425.02
2016-06-23, 24202, 725949.18
2016-06-24, 46243, 1458445.65
2016-06-27, 22049, 696760.92
2016-06-28, 22899, 716649.79
2016-06-29, 19831, 621788.35
2016-06-30, 18535, 578617.71
2016-07-01, 18211, 573859.44
2016-07-04, 17173, 546131.3
2016-07-05, 22194, 705310.55
2016-07-06, 12272, 395521.66
2016-07-07, 20886, 667975.41
2016-07-08, 24460, 775003.69
2016-07-11, 12575, 398660.48
2016-07-12, 19831, 622234.05
2016-07-13, 14510, 453425.99
2016-07-14, 25391, 785943.35
2016-07-15, 20822, 645473.05
2016-07-18, 17002, 527332.09
2016-07-19, 14595, 453343.41
2016-07-20, 19422, 600182.25
2016-07-21, 19907, 614403.94
2016-07-22, 14093, 435583.91
2016-07-25, 15189, 468146.82
2016-07-26, 16921, 523016.48
2016-07-27, 15772, 487768.2
2016-07-28, 23148, 723738.54
2016-07-29, 32238, 1009976.03
2016-08-01, 11142, 351132.39
2016-08-02, 15532, 492514.77
2016-08-03, 15777, 501977.69
2016-08-04, 15650, 496471.67
2016-08-05, 19444, 612542.66
2016-08-08, 11360, 353676.62
2016-08-09, 15491, 482896.63
2016-08-10, 14723, 463197.91
2016-08-11, 14752, 462846.87
2016-08-12, 19818, 620953.84
2016-08-16, 17341, 544913.18
2016-08-17, 10852, 340365.63
2016-08-18, 11777, 370496.77
2016-08-19, 16092, 505655.37
2016-08-22, 12937, 404940.91
2016-08-23, 13896, 435802.38
2016-08-24, 16562, 516834.95
2016-08-25, 12083, 374203.41
2016-08-26, 18791, 584035.13
2016-08-29, 10157, 314787.14
2016-08-30, 16129, 499096.09
2016-08-31, 13337, 410411.9
2016-09-01, 13792, 423930.37
2016-09-02, 19728, 609048.84
2016-09-05,2066, 63982.58
2016-09-06, 14066, 437673.59
2016-09-07, 11654, 365419.94
2016-09-08, 11661, 365013.04
2016-09-09, 10324, 322300.4
2016-09-12, 13527, 420766.58
2016-09-13,8130, 252880.11
2016-09-14, 10588, 328790.8
2016-09-15, 14669, 454555.3
2016-09-16, 10549, 325630.69
2016-09-19, 10268, 317549.08
2016-09-20, 11038, 341651.74
2016-09-21, 14026, 436437.21
2016-09-22, 15723, 491783.97
2016-09-23, 10589, 331293.27
2016-09-26,9546, 298811.56
2016-09-27, 16103, 501147.9
2016-09-28, 12507, 387372.53
2016-09-29, 17182, 534338.8
2016-09-30, 20506, 638200.53
2016-10-03,9742, 301102.02
2016-10-04, 19697, 600353.94
2016-10-05, 14096, 422575.11
2016-10-06, 13593, 404609.45
2016-10-07, 20100, 595680.05
2016-10-10,9212, 273735.49
2016-10-11,4322, 128393.72
2016-10-12,5055, 149986.99
2016-10-13, 12938, 385487.9
2016-10-14, 14679, 434956.79
2016-10-17, 11284, 334827.59
2016-10-18, 13552, 403451.81
2016-10-19, 11689, 349366.49
2016-10-20, 13032, 390451.93
2016-10-21, 12276, 367084.67
2016-10-24, 17502, 521767.95
2016-10-25, 12634, 377289.29
2016-10-26, 11067, 331044.3
2016-10-27,8662, 259003.81
2016-10-28, 12113, 362453.92
2016-10-30,1371, 41201.89
2016-10-31,3356, 100562.54
2016-11-01,9475, 285937.9
2016-11-02, 13101, 399503.93
2016-11-03, 16769, 509883.27
2016-11-04, 12722, 388279.55
2016-11-07, 13386, 404097.91
2016-11-08, 20135, 604899.94
2016-11-09, 31140, 952990
2016-11-10, 15837, 475080.73
2016-11-11, 18109, 537178.85
2016-11-14, 10400, 305655.56
2016-11-15, 11739, 344114.69
2016-11-16,7819, 229673.99
2016-11-17,8421, 246645.48
2016-11-18, 10458, 302333.3
2016-11-21,6499, 188980.2
2016-11-22,5894, 171883.24
2016-11-23, 11784, 341195.64
2016-11-24,6783, 194722.16
2016-11-25, 11635, 332014.3
2016-11-28,8280, 238043.74
2016-11-29,9842, 281853.47
2016-11-30, 13746, 391294.61
2016-12-01,8188, 229755.61
2016-12-02,7394, 207675.41
2016-12-05,8734, 244269.23
2016-12-06,5926, 165522.89
2016-12-07,6982, 194874.38
2016-12-08,6085, 169359.84
2016-12-09,7105, 196649.49
2016-12-12,4682, 128963.13
2016-12-13,5521, 152127.14
2016-12-14,5202, 143642.76
2016-12-15, 10965, 297097.84
2016-12-16,8719, 236422.07
2016-12-19,4963, 135104.65
2016-12-20,7429, 201331.34
2016-12-21,7503, 203272.14
2016-12-22,7136, 192371.14
2016-12-23,4358, 117493.71
2016-12-26,1742, 46981.58
2016-12-27,7479, 203554.09
2016-12-28,5247, 143122.75
2016-12-29,7387, 202727.86
2016-12-30,6489, 178719.72
2017-01-02,2650, 72936.83
2017-01-03, 11173, 308467.46
2017-01-04,7475, 207227.11
2017-01-05,9896, 275921.2
2017-01-06,8594, 239651.7
2017-01-09,6977, 194956.58
2017-01-10,8681, 244082.44
2017-01-11, 10929, 308353
2017-01-12, 10254, 291484.38
2017-01-13,8561, 242633.05
2017-01-16,5734, 163644.02
2017-01-17, 10196, 292629.91
2017-01-18,7496, 215531.89
2017-01-19,9594, 274038.1
2017-01-20,8522, 243854.43
2017-01-23,9842, 283338.47
2017-01-24,6919, 198887.12
2017-01-25, 10189, 290364.75
2017-01-27, 11118, 313486.15
2017-01-30, 14494, 411762.92
2017-01-31, 17842, 512110.13
2017-02-01, 16674, 480284.4
2017-02-02, 11684, 338116.73
2017-02-03,9205, 265541.12
2017-02-06, 10099, 293602.37
2017-02-07, 10388, 304147.38
2017-02-08,9925, 291163.47
2017-02-09, 13239, 387079.78
2017-02-10,9665, 280619.61
2017-02-13,7342, 213444.01
2017-02-14, 10615, 308633.09
2017-02-15, 11200, 324996.45
2017-02-16, 11183, 327794.99
2017-02-17,9306, 273410.56
2017-02-20,6133, 179399.36
2017-02-21, 11714, 341944.63
2017-02-22,9216, 269603.86
2017-02-23, 10572, 310313.56
2017-02-24,5350, 158344.84
2017-02-27,8352, 247558.31
2017-02-28,9021, 266709.99
2017-03-01, 10181, 299096.67
2017-03-02, 10833, 317331.29
2017-03-03, 10301, 299400.43
2017-03-06,8811, 256121.87
2017-03-07,9868, 284672
2017-03-08,9631, 276153.53
2017-03-09, 10529, 300088.01
2017-03-10,9971, 282539.87
2017-03-13,3246, 91746.58
2017-03-14,8389, 236229.96
2017-03-15,8843, 247367.99
2017-03-16, 11957, 340034.13
2017-03-17,6680, 190325.47
2017-03-20,7074, 201899.02
2017-03-21, 12576, 359440.51
2017-03-22, 10692, 308650.66
2017-03-23, 10676, 308059.66
2017-03-24,7095, 204185.9
2017-03-27,7163, 206871.41
2017-03-28,8228, 237278.23
2017-03-29,8632, 247709.84
2017-03-30,9174, 263028.48
2017-03-31, 10392, 297026.42
2017-04-03,7642, 219922.37
2017-04-04,5794, 168339.7
2017-04-05,8188, 236409.22
2017-04-06,8286, 238764.15
2017-04-07, 12355, 356553.81
2017-04-10,8149, 233959.9
2017-04-11, 12468, 361253.75
2017-04-12,9255, 270594.11
2017-04-13,9400, 275920.34
2017-04-17,9221, 271376.41
2017-04-18, 12131, 356372.05
2017-04-19,9245, 271017.87
2017-04-20,8681, 254007.32
2017-04-21,8263, 242346.76
2017-04-24, 11188, 325304.04
2017-04-25, 10541, 304777.9
2017-04-26,9341, 268340.53
2017-04-27,7846, 225751.1
2017-04-28,6604, 190528.57
2017-05-01,5497, 158084.8
2017-05-02,7412, 211989.57
2017-05-03,8787, 250624.76
2017-05-04, 11337, 319239.04
2017-05-05, 10098, 284391.83
2017-05-08,7971, 224209.92
2017-05-09, 11050, 310237.82
2017-05-10,7570, 212479.14
2017-05-11,9146, 256089.38
2017-05-12,8068, 226304.23
2017-05-15, 10225, 287000.1
2017-05-16,8046, 226058.2
2017-05-17, 12922, 367143.52
2017-05-18, 18341, 528472.1
2017-05-19, 10076, 288775.07
2017-05-22,8475, 243262.36
2017-05-23, 10835, 312804.44
2017-05-24,8371, 240272.22
2017-05-25,8345, 239591.9
2017-05-26,9479, 273294.09
2017-05-29,5499, 158905.16
2017-05-30, 11347, 327747.08
2017-05-31, 10733, 309531.8
2017-06-01,8268, 239099.58
2017-06-02,8911, 258123.22
2017-06-05,6988, 204261.19
2017-06-06, 10913, 321592.09
2017-06-07,9589, 282657.03
2017-06-08, 11625, 339773.57
2017-06-09,9287, 269421.76
2017-06-12,9006, 261072.24
2017-06-13,8466, 244672.63
2017-06-14,9865, 285949.5
2017-06-15, 10613, 305576.45
2017-06-16,6750, 193985.43
2017-06-19,7760, 221891.73
2017-06-20,8463, 241511.87
2017-06-21,8533, 243769.74
2017-06-22,7437, 213333.86
2017-06-23,7271, 209006.64
2017-06-26,5456, 155223.97
2017-06-27,9795, 279880.64
2017-06-28, 10094, 289115.67
2017-06-29, 10873, 310307.61
2017-06-30,9311, 265208.41
2017-07-03, 13498, 381445.3
2017-07-04,8083, 227448.65
2017-07-05, 12094, 339911.01
2017-07-06,8688, 244433.01
2017-07-07, 14101, 393871.4
2017-07-10, 11316, 313521.39
2017-07-11,9166, 254416.06
2017-07-12,9534, 265977.79
2017-07-13,7770, 216649.07
2017-07-14, 10589, 295663.71
2017-07-17,9089, 255261.43
2017-07-18,9521, 268629.78
2017-07-19,8608, 242943.33
2017-07-20, 11097, 313442.95
2017-07-21,8295, 235782.01
2017-07-24,7621, 217654.08
2017-07-25,9860, 280971.1
2017-07-26,8620, 244524.41
2017-07-27, 11768, 335965.53
2017-07-28, 11988, 342862.25
2017-07-31, 15685, 449584.26
2017-08-01, 11609, 333293.31
2017-08-02, 11639, 332740.78
2017-08-03,8443, 240434.77
2017-08-04,9943, 283324.13
2017-08-07,5427, 154189.5
2017-08-08,8723, 247994.9
2017-08-09, 10851, 311579.51
2017-08-10, 11656, 338768.63
2017-08-11, 11298, 329970.31
2017-08-14,7869, 228889.39
2017-08-16,9938, 287095.15
2017-08-17,9414, 274470.91
2017-08-18, 13666, 400077.69
2017-08-21, 10029, 292694.43
2017-08-22, 10171, 296277.01
2017-08-23,8411, 245137.23
2017-08-24,7768, 226114.82
2017-08-25,7932, 230801.28
2017-08-28, 11075, 324782.73
2017-08-29, 13460, 401013.47
2017-08-30, 10691, 315943.63
2017-08-31, 10687, 316062.03
2017-09-01,9936, 295891.89
2017-09-04,9148, 275707.28
2017-09-05, 12450, 375103.48
2017-09-06,9282, 280299.44
2017-09-07, 11130, 336147.59
2017-09-08, 11029, 334824.15
2017-09-11,8027, 240962
2017-09-12,8572, 256205.13
2017-09-13, 10011, 299826.53
2017-09-14, 11461, 342541.99
2017-09-15,9999, 299265.79
2017-09-18,9783, 290224.65
2017-09-19,9108, 269781.93
2017-09-20,8487, 252520.9
2017-09-21, 12342, 364552.18
2017-09-22,9149, 271232.41
2017-09-25, 11159, 332354.41
2017-09-26, 12410, 372488.38
2017-09-27, 10798, 321784.81
2017-09-28, 10665, 316112.74
2017-09-29, 13837, 410464.6
2017-10-03,6017, 177479.13
2017-10-04,7574, 223250.98
2017-10-05,5962, 175480.93
2017-10-06, 10487, 308628.5
2017-10-09,5965, 177242.79
2017-10-10,7185, 214199.42
2017-10-11,6223, 185284.22
2017-10-12,7007, 209031.74
2017-10-13,8319, 247993.03
2017-10-16,6451, 192938.11
2017-10-17,7966, 236457.12
2017-10-18,4961, 146801.41
2017-10-19,1682, 49894
2017-10-20,2811, 83156.27
2017-10-23,6913, 203720.75
2017-10-24,6576, 194139.21
2017-10-25,9113, 267894.97
2017-10-26,8496, 249440.18
2017-10-27,7547, 220867.59
2017-10-30,6112, 179086.08
2017-10-31,8430, 246584.47
2017-11-01,8925, 260799.2
2017-11-02,7524, 220213.63
2017-11-03,7416, 216437.15
2017-11-06,6786, 198352.7
2017-11-07,7645, 224824.32
2017-11-08,7148, 210885.54
2017-11-09,8702, 257322.54
2017-11-10,7884, 233316.67
2017-11-13,5840, 172714.98
2017-11-14,9156, 270499.64
2017-11-15,8345, 247237.6
2017-11-16,5768, 170150.55
2017-11-17,8362, 246828.39
2017-11-20,8578, 253806.62
2017-11-21,7573, 222472.54
2017-11-22,7167, 210951.12
2017-11-23,5124, 151023.67
2017-11-24,5472, 161131.98
2017-11-27,8303, 244931.32
2017-11-28,7311, 215250.64
2017-11-29, 10202, 299694.31
2017-11-30, 12497, 365387.66
2017-12-01,9455, 276925.85
2017-12-04,6629, 193219.4
2017-12-05,8562, 248726.22
2017-12-06,5900, 171002.55
2017-12-07,7561, 217587.89
2017-12-08,7860, 224363.83
2017-12-11,6503, 184967.69
2017-12-12,8057, 227170.14
2017-12-13,5486, 154514.86
2017-12-14,6797, 192624.22
2017-12-15,5484, 155190.96
2017-12-18,5100, 144797.55
2017-12-19,4914, 139771.09
2017-12-20,5167, 147131.37
2017-12-21,5359, 152693.08
2017-12-22,5768, 164802.42
2017-12-26,3759, 108127.18
2017-12-27,5990, 173112.06
